Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualité de Travailleur Handicapé)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
20/03/2019 20:27;1888921829183320;Femme;2018;Professionalisation;MAT;Activite;Privé;CDI;En France;Occitanie;;1;Non;Expleo (Anciennement Assystem au moment du contrat);250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Matériaux et procédés;Industrie automobile, aéronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;5;5;5;5;5
20/03/2019 22:49;1782338146998600;Femme;2016;Initiale;GBA;Activite;Privé;CDD;En France;Normandie;;7;Non;Aptar pharma;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Technicien qualification validation;Industrie pharmaceutique;28600;NON;NON;NON;NON;4;5;3;4;3
21/03/2019 07:16;1776102424878110;Homme;2018;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;3;Non;Andrice;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);ingénieur de recherche et développement;Autres secteurs ;30000;NON;NON;NON;NON;1;5;4;5;4
21/03/2019 11:08;1793786662071540;Homme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;1;Non;Alten;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Ingénieur Qualité;Sociétés de conseil, bureaux d'études;32000;OUI;NON;OUI;OUI;4;4;3;4;3
21/03/2019 14:54;1782333639834270;Femme;2017;Initiale;GBA;Activite;Privé;CDD;En France;Occitanie;;18;Non;IDEXX MONTPELLIER;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);CHARGEE DE PROJET R&D;Industrie pharmaceutique;;NON;OUI;NON;OUI;4;4;3;3;4
21/03/2019 16:40;1788460045238170;Homme;2017;Initiale;IG;Activite;Privé;CDI;En France;Île-de-France;;;Non;Meritis;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur développement C#;Autres secteurs ;42000;NON;NON;NON;NON;3;5;2;3;4
21/03/2019 16:43;1788410899702660;Homme;2016;Initiale;MEA;En création d'entreprise /reprise d'entreprise;;;En France;Occitanie;;3;Non;Pyncoh; Moins de 10 salarié(e)s ;Direction générale ;CEO;Sociétés de conseil, bureaux d'études;15000;OUI;OUI;OUI;OUI;4;4;;5;4
21/03/2019 17:00;1789751649609320;Homme;2017;Initiale;MEA;En création d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
21/03/2019 17:09;1782650089466220;Homme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;30;Non;TPFI;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'affaire infrastructures;Construction, BTP;35000;OUI;NON;NON;OUI;4;4;3;4;5
21/03/2019 17:15;1798760311261250;Homme;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;2;Non;Adentis;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur consultant;Industrie automobile, aéronautique, navale, ferroviaire;35000;NON;NON;NON;NON;4;4;3;4;4
21/03/2019 17:38;1868453232963220;Femme;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;0;Non;Klanik;250 à  4 999 salarié(e)s ;Autre service ou département;Consultant;Sociétés de conseil, bureaux d'études;34400;NON;NON;NON;NON;4;4;;4;4
21/03/2019 18:00;1782921350610580;Homme;2016;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;24;Non;Occitane Plats Cuisinés ;250 à  4 999 salarié(e)s ;Achats, approvisionnements, logistique ;Approvisionneur ;Industrie agroalimentaire ;25500;NON;NON;NON;OUI;4;5;2;4;4
04/03/2019 09:21;1982421121197550;Homme;2016;Initiale;MI;Activite;Privé;CDI;A l'étranger;;Pologne ;20;;LPF Sommières;250 à  4 999 salarié(e)s ;Méthodes, contrôle de production, maintenance;Chef de projet;Industrie automobile, aéronautique, navale, ferroviaire;39000;NON;NON;NON;OUI;5;4;4;5;4
21/03/2019 18:31;1793838351516860;Femme;2018;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;7;Non;Ino;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur développeur ;Télécommunications;30000;NON;NON;NON;NON;5;;4;;5
11/03/2019 11:06;1882920827330140;Homme;2016;Initiale;MI;Activite;Privé;CDI;En France;Grand Est;;2;Non;; Moins de 10 salarié(e)s ;Marketing;Digital Marketing Strategist;Commerce;;NON;OUI;NON;OUI;;;;;
28/02/2019 08:25;1883297596412640;Homme;2016;Initiale;STE;Activite;Privé;CDI;A l'étranger;;pologne;0;Non;;5 000 salarié(e)s ou plus;;;Activités financières et d'assurance;;;;;;;;;;
22/03/2019 03:23;1767729190980520;Homme;2018;Initiale;STE;Activite;Public;CDI;A l'étranger;;Chine;1;;Changjiang institute of survey,planning,design and research;250 à  4 999 salarié(e)s ;Assistance technique;;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);;;;;;3;;;;
14/02/2019 14:47;1767189251615070;Femme;2018;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;0;Non;Veolia Eau;5 000 salarié(e)s ou plus;Direction des Opérations du Territoire;Ingénieure Projets Techniques;Production et distribution d'eau assainissement, gestion des déchets et dépollution;34490;NON;NON;NON;OUI;4;4;4;4;3
28/02/2019 15:14;1789246127556610;Femme;2017;Professionalisation;STE;Activite;Privé;CDI;En France;Occitanie;;12;Non;Cabinet ARRAGON;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes Hydrauliques ;Sociétés de conseil, bureaux d'études;30000;NON;NON;NON;NON;4;5;4;4;5
22/03/2019 10:42;1882916932779660;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
