Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualite de Travailleur Handicape)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
23/03/2019 12:30;1775719847704270    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;27;Non;StMicroelectronics;5000_;Methodes, controle de production, maintenance;Ingenieur Process - Preparation et nettoyage de surface;Autres activites specialisees, scientifiques et techniques;40000;NON;NON;NON;OUI;4;4;3;4;5
23/03/2019 12:37;1788746977637810    ;Homme;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
23/03/2019 12:54;1793984795250720    ;Femme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;25;Non;Idean;5000_;;Chef de projet;Activites informatiques et services d'information (TIC services);35750;NON;OUI;OUI;OUI;5;5;5;5;4
24/03/2019 13:39;1810270661048860    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;19;Non;GCATRANS (Groupe Charles Andre);5000_;Etudes et developpement en systemes d'information ;Analyste - Developpeur;Transports (Services);34000;NON;NON;NON;NON;4;4;4;3;4
08/02/2019 15:42;1875951047820870    ;Homme;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
24/03/2019 15:23;1789139123747760    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;2;Non;SIGMA BETON;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Charge de projet R&D;Construction, BTP;37500;OUI;NON;OUI;OUI;5;5;3;5;4
25/02/2019 13:34;1794779475018530    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;12;Non;Altereo;50_249;Etudes - Conseil et expertise (autre qu'informatique);;Societes de conseil, bureaux d'etudes;26400;OUI;NON;NON;OUI;4;5;2;4;3
24/03/2019 19:49;1793784660602810    ;Homme;2017;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
10/04/2019 14:12;1857534003348200    ;Homme;2018;Initiale;STE;Recherche;;;;;;;;;;;;;;;;;;;;;;
25/03/2019 04:13;1922162838055520    ;Homme;2017;Apprentissage;MAT;These;;;;;;;;;;;;;;;;;;;;;;
25/03/2019 09:12;1768453733098370    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;16;Non;Batterizy;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Developpement;Autres secteurs ;32000;OUI;OUI;OUI;OUI;4;5;4;5;5
25/03/2019 10:32;1868316566701450    ;Homme;2018;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
25/03/2019 11:48;1788410959828380    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;29;Non;SERMA;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Electronique;Industrie automobile, aeronautique, navale, ferroviaire;36000;NON;OUI;NON;OUI;4;5;3;5;5
25/03/2019 12:00;1783101163885070    ;Homme;2016;Professionalisation;IG;Activite;Prive;CDI;France;ile-de-France;;30;Non;Deloitte;5000_;Etudes et developpement en systemes d'information ;Senior Consultant en Securite des SI;Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques;47000;OUI;OUI;OUI;OUI;5;5;4;5;4
25/03/2019 13:24;1788692236175060    ;Homme;2017;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;18;Non;CTP-Constructeur;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Automaticien;Construction, BTP;35000;OUI;OUI;OUI;OUI;5;5;4;5;3
25/03/2019 15:36;1782921165310560    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;7;Non;CIMAT Groupe FOSELEV;50_249;Assistance technique;ASSISTANT CHEF DE PROJET;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32500;OUI;OUI;OUI;OUI;5;5;3;4;2
11/03/2019 19:05;1782921034569700    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;IREM;50_249;Methodes, controle de production, maintenance;Ingenieur Soudeur IWE;Autres activites specialisees, scientifiques et techniques;44000;OUI;NON;OUI;OUI;2;5;4;2;4
25/03/2019 15:56;1868316593737580    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;;;4;;;250_4999;;;Autres activites specialisees, scientifiques et techniques;;;;;;;;;;
08/04/2019 08:54;1782657351928680    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;18;Non;electricite de France;5000_;Qualite, securite, s?rete de fonctionnement ;Inspecteur dans un service d'inspection reconnu;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);38000;NON;NON;NON;NON;5;5;3;3;2
10/02/2019 14:12;1776019459741630    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;16;Non;Clemessy services EES;5000_;Maintenance industrielle;Responsable contrat de maintenance;Autres secteurs ;37400;OUI;OUI;OUI;OUI;5;5;4;5;3
25/03/2019 19:45;1789312776613130    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;BOCCARD;250_4999;Production - Exploitation ;Responsable de Projet Adjoint;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;38000;OUI;OUI;OUI;OUI;5;4;3;5;4
25/03/2019 20:08;1782332086092190    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;19;Non;;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Cadre R&D;Industrie agroalimentaire ;;NON;NON;NON;OUI;3;5;2;2;5
26/03/2019 15:30;1782592354372700    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;27;Non;;50_249;Qualite, securite, s?rete de fonctionnement ;Coordinatrice QHSE;Industrie chimique;35000;NON;OUI;NON;OUI;4;5;4;5;5
26/03/2019 15:33;1876167130216860    ;Femme;2017;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
26/03/2019 16:02;1875264842867580    ;Femme;2017;Apprentissage;GBA;Activite;Prive;CDD;France;ile-de-France;;4;Non;Enfants du Mekong;20_49;Autre service ou departement;Chargee de pays Cambodge;Autres secteurs ;;OUI;NON;OUI;OUI;5;5;3;4;5
08/02/2019 14:09;1766816763164740    ;Homme;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;4;Non;Alispharm;50_249;Qualite, securite, s?rete de fonctionnement ;Ingenieur consultant;Industrie pharmaceutique;49000;NON;NON;NON;OUI;4;4;5;5;4
26/03/2019 17:50;104139268515823    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;ile-de-France;;12;Non;GRAINE A L AUBE;_10;;Assistante du direction;Enseignement, recherche;;;;;;2;;;;
26/03/2019 19:31;1782977170103270    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Hauts-de-France;;2;Non;Ajinomoto Foods Europe;50_249;Methodes, controle de production, maintenance;Ingenieur process;Industrie agroalimentaire ;41000;NON;NON;NON;OUI;5;5;4;5;2
26/03/2019 19:31;1783101036883390    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;Centre-Val de Loire;;23;Non;Novandie;250_4999;Production - Exploitation ;Chef d'equipe production;Industrie agroalimentaire ;33000;OUI;NON;OUI;OUI;2;4;3;3;1
26/03/2019 20:04;1775640761912420    ;Femme;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Occitanie;;18;Non;IMPAC Ingenierie;50_249;;;Industrie pharmaceutique;38000;NON;NON;NON;OUI;4;5;4;5;4
26/03/2019 21:14;1783871993374610    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Bourgogne-Franche-Comte;;6;Non;;5000_;Production - Exploitation ;Ingenieur conduite et d'essai;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);70000;OUI;;OUI;OUI;3;4;5;3;1
26/03/2019 21:30;1789196467740810    ;Homme;2016;Initiale;GBA;Activite;Non salarie(e) (Chef d'entreprise, Profession liberale, Travailleur(e) independant(e));;France;Occitanie;;1;Non;DTA ingenierie;250_4999;Informatique industrielle et technique ;Formation de reconversion professionnelle en Business Intelligence;Activites informatiques et services d'information (TIC services);;NON;NON;NON;OUI;4;5;3;4;4
26/03/2019 22:37;1783036717115500    ;Femme;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;4;Non;Bledina ;5000_;Qualite, securite, s?rete de fonctionnement ;Ingenieur Qualite Operationnelle Ligne Pots;Industrie agroalimentaire ;44000;NON;OUI;NON;NON;4;5;5;3;3
08/02/2019 17:41;1775956046429000    ;Femme;2018;Professionalisation;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
26/03/2019 23:21;1782336127638740    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;18;Non;Viveris;250_4999;Informatique industrielle et technique ;Dev logiciel;Societes de conseil, bureaux d'etudes;31000;NON;NON;NON;NON;4;5;2;3;5
27/03/2019 15:48;1789201429365010    ;Homme;2017;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
27/03/2019 16:16;1888640124940790    ;Homme;2016;Professionalisation;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
27/03/2019 20:09;1788744550434370    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;22;Non;ENGIE INEO SYSTRANS;50_249;Etudes et developpement en systemes d'information ;Ingenieur etude et developpement;Transports (Services);40000;NON;NON;NON;OUI;3;5;3;4;1
12/03/2019 09:44;1794332623029410    ;Femme;2018;Professionalisation;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
28/03/2019 12:07;1789751652814350    ;Homme;2016;Initiale;GBA;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;30;Oui;Squali;10_19;Qualite, securite, s?rete de fonctionnement ;Charge d'affaires;Autres activites specialisees, scientifiques et techniques;26000;NON;NON;NON;NON;3;3;2;4;5
28/03/2019 17:07;1782714740771440    ;Homme;2016;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
28/03/2019 17:08;1889049466803820    ;Femme;2018;Initiale;MAT;Activite;Prive;CDI;France;Grand Est;;9;Non;Eurofins Analyses pour le Batiment Est;5000_;Production - Exploitation ;Ingenieure projets;Autres secteurs ;35000;NON;OUI;NON;OUI;5;5;4;5;3
28/03/2019 17:12;1783101109430220    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;13;Non;Rossignol;250_4999;Qualite, securite, s?rete de fonctionnement ;ingenieur qualite fournisseur;Autres secteurs ;31000;NON;NON;NON;OUI;3;5;3;3;4
28/03/2019 17:14;1788692241729700    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;6;Non;AKKA Technologies;5000_;Etudes et developpement en systemes d'information ;Cadre ITIM;Industrie des technologies de l'Information et de la Communication (TIC);36000;NON;NON;NON;NON;4;5;4;4;5
28/03/2019 17:22;1794034551087380    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Centre-Val de Loire;;31;Non;CERIB;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur charge de projets;Construction, BTP;39500;OUI;OUI;NON;OUI;5;5;4;5;3
28/03/2019 19:53;1783165011404310    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;16;Non;ALTRAN;5000_;Administration, gestion, finance, comptabilite ;Consultante IT;Activites financieres et d'assurance;;NON;OUI;NON;OUI;4;5;4;4;4
28/03/2019 22:11;1876091325795890    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;1;Non;Andros Valence SNC;250_4999;Production - Exploitation ;Ingenieur process ;Industrie agroalimentaire ;39000;NON;NON;NON;OUI;4;4;3;3;5
28/03/2019 23:26;1783101110674270    ;Femme;2017;Initiale;GBA;Activite;Prive;;Etranger;;Suisse;4;Non;Snowlimit;_10;Enseignement - Formation ;Monitrice de snowboard;Tourisme;40000;NON;NON;NON;NON;5;5;5;5;4
29/03/2019 09:03;1767911679881990    ;Femme;2017;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 10:35;1768367430093100    ;Homme;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 12:44;1798487223863940    ;Homme;2016;Initiale;GBA;Recherche;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 13:29;1767193880992300    ;Homme;2016;Initiale;MEA;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 13:42;1775335295742820    ;Femme;2018;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;5;Non;Osisoft France;250_4999;Assistance technique;Product support engineer;Activites informatiques et services d'information (TIC services);44000;;;;;5;5;5;5;4
29/03/2019 14:32;1783551854196000    ;Homme;2018;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 14:39;1876102282466920    ;Homme;2017;Initiale;MEA;En creation d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
29/03/2019 16:43;1775488150892280    ;Homme;2016;Initiale;MEA;Activite;Public;CDD;France;Occitanie;;15;Non;universite de montpellier;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);INGENIEUR DE RECHERCHE;Enseignement, recherche;30950;NON;NON;NON;OUI;4;5;3;5;5
29/03/2019 17:17;1794637749900080    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;32;Non;LGM;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur en s?rete de fonctionnement;Industrie automobile, aeronautique, navale, ferroviaire;37000;NON;NON;OUI;OUI;4;5;3;4;5
29/03/2019 18:41;1782335988119430    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Pays de la Loire;;5;Non;ALTEN;5000_;Methodes, controle de production, maintenance;coordinateur technique;Industrie automobile, aeronautique, navale, ferroviaire;30000;NON;NON;NON;NON;4;4;3;3;4
29/03/2019 19:06;1775263816396710    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;7;Oui;Nokia;5000_;Reseaux, intranet, internet, telecommunications ;;Telecommunications;;NON;NON;NON;NON;4;5;5;3;1
18/03/2019 10:55;1793786721179830    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;Nexter Systems;250_4999;Methodes, controle de production, maintenance;Ingenieur Methode Structures Mecano-Soudees;Autres secteurs ;37000;NON;OUI;NON;OUI;4;5;4;4;2
30/03/2019 09:52;1891018928840670    ;Homme;2017;Initiale;MEA;Activite;Public;CDD;France;Occitanie;;7;Non;LIRMM;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur d'appui a la recherche;Recherche-developpement scientifique;;NON;NON;NON;OUI;4;3;2;5;4
30/03/2019 10:03;1757617280501340    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;Etranger;;;13;Non;Rode Microphones;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Firmware Engineer;Autres secteurs ;45000;NON;NON;NON;NON;3;5;3;3;3
30/03/2019 11:51;1794339396701390    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;1;Non;Kaefer Wanner;250_4999;;Responsable preparation chantier;Construction, BTP;54320;OUI;NON;OUI;OUI;4;3;5;4;4
30/03/2019 15:59;1816870304312730    ;Homme;2018;Initiale;MAT;Recherche;;;;;;;;;;;;;;;;;;;;;;
31/03/2019 15:44;1768459845002980    ;Femme;2017;Professionalisation;IG;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;16;Non;ABYLSEN;250_4999;Exploitation / maintenance informatique ;testeur fonctionnel;Activites informatiques et services d'information (TIC services);27500;NON;NON;NON;NON;3;5;2;3;4
31/03/2019 20:07;1788468022230090    ;Homme;2017;Apprentissage;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;7;Non;Asymptote;50_249;Assistance technique;Ingenieur Gestion de Projet;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);33000;NON;NON;NON;OUI;3;3;4;3;4
01/04/2019 10:05;1782921228983150    ;Homme;2017;Initiale;GBA;Activite;Prive;CDD;France;Provence-Alpes-Cote d'Azur;;10;Non;Planktovie;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D biologie;Industrie pharmaceutique;31400;NON;OUI;NON;OUI;4;4;4;5;5
01/04/2019 12:37;1782714871390490    ;Homme;2017;Professionalisation;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;8;Non;ANDRICE;20_49;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'Affaires / Business Manager;Societes de conseil, bureaux d'etudes;36000;OUI;OUI;OUI;OUI;5;5;3;5;
08/02/2019 15:07;1776091970486140    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;16;Non;Gaxieu;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes;Construction, BTP;29000;OUI;NON;OUI;NON;3;3;2;3;5
12/02/2019 20:12;1767641909135970    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;14;Non;Bureau Veritas;5000_;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur Specialiste en Soudage, charge d'affaire;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;34500;NON;OUI;NON;OUI;5;5;5;5;5
25/02/2019 15:33;1793744558919620    ;Homme;2016;Professionalisation;STE;Activite;Prive;CDI;France;Bourgogne-Franche-Comte;;6;Non;Veolia Eau - Compagnie Generale des Eaux;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Bureau d'Etude a la direction des operations;Production et distribution d'eau assainissement, gestion des dechets et depollution;37000;OUI;NON;OUI;OUI;4;4;4;5;4
01/04/2019 18:47;1889139014440800    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;3;Non;eHO.LINK;10_19;Direction generale ;Co-fondateur;Telecommunications;;OUI;OUI;OUI;OUI;5;5;5;5;5
01/04/2019 19:23;1757599424478080    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;13;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Ingenieur en technologie de l'information;Activites informatiques et services d'information (TIC services);32000;NON;NON;NON;NON;4;5;2;4;5
01/04/2019 19:46;1788516770494320    ;Femme;2017;Initiale;GBA;Activite;Prive;Apprentissage;France;Centre-Val de Loire;;8;Non;LVMH Recherche Parfums & Cosmetiques;250_4999;R&I;Chargee d'innovation maquillage;Industrie chimique;;NON;NON;NON;OUI;4;4;2;3;2
01/04/2019 22:06;1867641142480330    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;6;Non;PriceComparator;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Developpeur Front end;Industrie des technologies de l'Information et de la Communication (TIC);33000;OUI;NON;NON;OUI;5;5;5;5;3
01/04/2019 22:39;1768549874921600    ;Homme;2018;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;7;Non;Zendesk;250_4999;Etudes et developpement en systemes d'information ;Software Engineer;Activites informatiques et services d'information (TIC services);39000;NON;NON;NON;NON;5;5;5;5;5
02/04/2019 11:21;1794190667783910    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;24;Non;Capgemini;5000_;Exploitation / maintenance informatique ;Consultant;Activites financieres et d'assurance;32000;OUI;NON;NON;NON;3;4;3;4;4
02/04/2019 12:03;1768367429966510    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;12;Non;Sopra Banking Software;5000_;Etudes et developpement en systemes d'information ;Developpeur senior fullstack;Activites financieres et d'assurance;36400;NON;NON;NON;OUI;4;4;3;4;5
02/04/2019 12:08;1783303729803930    ;Femme;2016;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;30;Non;Safran SA;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Software Engineer DevOps;Industrie automobile, aeronautique, navale, ferroviaire;45000;NON;NON;NON;NON;5;5;4;5;3
02/04/2019 14:37;1777139253176990    ;Femme;2017;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;15;Non;Automtive lighting;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Hardware ingenieur ;Industrie automobile, aeronautique, navale, ferroviaire;;NON;NON;NON;NON;3;5;3;3;3
02/04/2019 15:10;1782593131142780    ;Femme;2016;Professionalisation;GBA;Activite;Prive;CDD;France;ile-de-France;;12;Non;Total;5000_;Ressources humaines ;Chef de projet innovation;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);40000;NON;NON;NON;OUI;5;5;4;5;5
02/04/2019 15:26;1875955534240900    ;Homme;2016;Initiale;IG;En creation d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
02/04/2019 15:27;1793841848357580    ;Homme;2016;Initiale;IG;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
02/04/2019 16:57;1783101037010870    ;Femme;2016;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;30;Non;Solutec;250_4999;Etudes et developpement en systemes d'information ;Chef de projet IT;Activites informatiques et services d'information (TIC services);37800;OUI;OUI;NON;OUI;4;5;4;4;5
02/04/2019 19:50;1788578273151560    ;Femme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;18;Non;CGI;5000_;Exploitation / maintenance informatique ;Ingenieur en developpement mobile ;Activites informatiques et services d'information (TIC services);29800;NON;NON;NON;OUI;3;4;2;5;4
02/04/2019 20:24;1794038680873930    ;Femme;2017;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;20;Non;ag2r la mondiale;5000_;Etudes et developpement en systemes d'information ;conceptrice developpeuse ;Activites financieres et d'assurance;40000;OUI;NON;NON;NON;5;4;4;5;4
02/04/2019 21:29;1776541355574440    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;6;Non;Sopra Steria Groupe;5000_;Etudes et developpement en systemes d'information ;Ingenieur d'etudes et developpement;Activites informatiques et services d'information (TIC services);30550;NON;NON;NON;NON;3;5;3;4;5
03/04/2019 11:40;1782520390078810    ;Homme;2016;Initiale;IG;En creation d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 22:10;1806657444524820    ;Homme;2018;Initiale;GBA;Activite;Prive;CDD;France;Bourgogne-Franche-Comte;;4;Non;Reine de Dijon SAS;50_249;Qualite, securite, s?rete de fonctionnement ;Assistant Qualite Process;Industrie agroalimentaire ;26000;NON;NON;NON;NON;4;4;2;1;2
03/04/2019 13:20;1788522877846480    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;8;Non;Capgemini;250_4999;Etudes et developpement en systemes d'information ;Data Scientist;Industrie des technologies de l'Information et de la Communication (TIC);40000;NON;NON;OUI;NON;4;5;4;5;5
03/04/2019 16:52;1775257602685030    ;Femme;2016;Professionalisation;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;23;Non;L'Occitane en Provence;250_4999;Achats, approvisionnements, logistique ;Responsable d'equipe ;Industrie chimique;40000;OUI;NON;OUI;OUI;4;5;5;4;5
21/02/2019 19:30;1788692303756160    ;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
03/04/2019 22:30;1788460157406210    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;Etranger;;Suisse;7;Non;Qim info;250_4999;Etudes et developpement en systemes d'information ;Consultant informatique;Activites informatiques et services d'information (TIC services);56000;NON;OUI;OUI;OUI;5;5;5;5;5
04/04/2019 08:45;1783052182362290    ;Femme;2016;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;32;Non;Sopra Steria;5000_;Exploitation / maintenance informatique ;Ingenieur d'etude ;Activites informatiques et services d'information (TIC services);;OUI;NON;OUI;OUI;4;5;4;5;5
04/04/2019 09:08;1898486987330340    ;Homme;2016;Initiale;MEA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
04/04/2019 09:38;1867650264599340    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;31;Non;Zimmer Biomet Robotics;5000_;Informatique industrielle et technique ;R&D Software Engineer;Autres secteurs ;35500;NON;NON;NON;NON;4;5;3;4;5
11/02/2019 17:49;1775261297609710    ;Femme;2017;Professionalisation;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;8;Non;Ineo Nucleaire;250_4999;Methodes, controle de production, maintenance;Ingenieur maintenance;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);35000;NON;NON;NON;NON;4;4;3;3;5
04/04/2019 19:25;1868316585347690    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Pays de la Loire;;31;Non;SOPRA STERIA;5000_;Informatique industrielle et technique ;Ingenieur d'etudes et developpements;Industrie des technologies de l'Information et de la Communication (TIC);35500;OUI;NON;OUI;OUI;5;5;3;5;5
04/04/2019 19:40;1794637742460520    ;Homme;2018;Initiale;MEA;Activite;Public;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;NXP;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);System validation engineer;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;35400;NON;NON;NON;NON;5;5;4;5;5
05/04/2019 11:16;1777070232104030    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;25;Non;Akka;5000_;;;Industrie automobile, aeronautique, navale, ferroviaire;35000;NON;NON;NON;NON;4;;;;
05/04/2019 11:45;1810402787455600    ;Femme;2017;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;18;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Consultant solutions fonctionnelles;Activites informatiques et services d'information (TIC services);;OUI;OUI;NON;OUI;4;4;3;4;3
05/04/2019 11:52;1768367439862310    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;MODIS;250_4999;Informatique industrielle et technique ;Business Analyst;Activites informatiques et services d'information (TIC services);37600;OUI;NON;OUI;NON;5;5;4;5;5
05/04/2019 11:57;1794775548398060    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;37;Non;Idean (ex Backelite);5000_;Direction technique;Consultant Technique;Activites informatiques et services d'information (TIC services);49000;NON;NON;NON;NON;5;4;4;5;5
05/04/2019 12:06;1798760266975780    ;Homme;2016;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
05/04/2019 12:29;1783100972224870    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;28;Non;Red Hat;5000_;Commercial(e) (dont ingenieur(e) d'affaire) ;Domain Solution Architect;Industrie des technologies de l'Information et de la Communication (TIC);77000;NON;NON;NON;NON;5;5;5;5;3
