Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualite de Travailleur Handicape)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
09/02/2019 01:35;1789357189925540    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;16;Non;Gexpertise Monitoring / Delta Auscultation ;20_49;Production - Exploitation ;Responsable de Projet;Autres activites specialisees, scientifiques et techniques;33000;OUI;OUI;OUI;OUI;3;2;4;5;3
09/02/2019 01:51;1783164948056770    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;12;Non;Survision;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur en traitement d'images embarque;Autres activites specialisees, scientifiques et techniques;38000;NON;NON;NON;OUI;4;5;3;4;3
09/02/2019 02:08;1782921221170640    ;Homme;2018;Initiale;MEA;These;Prive;;;;;;;;;;;;;;;;;;;;;
26/02/2019 16:50;1868182991133630    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Occitanie;;13;Non;Alten SO;5000_;;;Industrie automobile, aeronautique, navale, ferroviaire;;NON;NON;NON;NON;4;5;3;4;4
09/02/2019 02:47;1788414752593730    ;Femme;2018;Initiale;MAT;Activite;Prive;CDI;Etranger;;Canada;5;Non;Eurovia;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur technique ;Construction, BTP;60000;NON;OUI;NON;OUI;5;4;4;4;3
09/02/2019 03:09;1789312825528340    ;Homme;2018;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;20;Non;;250_4999;Informatique industrielle et technique ;Software Engineer;Activites informatiques et services d'information (TIC services);52000;NON;NON;NON;NON;5;5;5;4;5
09/02/2019 10:28;1789142416248660    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Occitanie;;12;Non;Languedoc Salaisons;10_19;Qualite, securite, s?rete de fonctionnement ;Assistante Qualite;Industrie agroalimentaire ;24780;NON;NON;NON;OUI;2;3;1;4;3
09/02/2019 10:49;1794779522608880    ;Femme;2018;Initiale;MAT;Activite;Prive;CDD;France;Occitanie;;3;Non;Timac Agro;5000_;Production - Exploitation ;Ingenieur qualite et amelioration continue;Industrie agroalimentaire ;35000;OUI;OUI;OUI;OUI;5;5;4;5;1
11/03/2019 18:47;1775951500398160    ;Homme;2018;Initiale;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;0;Non;Altran;5000_;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur mecanique consultant;Industrie automobile, aeronautique, navale, ferroviaire;;NON;NON;NON;NON;4;5;4;4;3
09/02/2019 11:05;1783551724896420    ;Homme;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 12:40;1782462668826500    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Bourgogne-Franche-Comte;;1;Non;ERHARD Patissier Glacier;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Cheffe de projet Junior R&D Patisserie et Friture;Industrie agroalimentaire ;31000;OUI;OUI;NON;OUI;5;5;4;5;5
08/02/2019 13:53;1889049477647590    ;Femme;2016;Initiale;STE;Activite;Prive;CDI;France;Guyane;;29;Non;ETIAGE Guyane;_10;Etudes - Conseil et expertise (autre qu'informatique);Ingenieure - Chargee d'etudes Assainissement;Societes de conseil, bureaux d'etudes;30816;NON;NON;NON;OUI;4;4;4;3;4
26/02/2019 19:34;1775265351539410    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;ile-de-France;;10;Non;OFIS - Veolia ;5000_;Etudes - Conseil et expertise (autre qu'informatique);Ingenieure conseil;Societes de conseil, bureaux d'etudes;29000;NON;NON;NON;OUI;1;5;2;5;4
09/02/2019 14:46;1794436857519930    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;4;Non;STMicroelectronics;5000_;Production - Exploitation ;Shift technical Manager;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;35800;OUI;NON;OUI;OUI;4;4;4;4;3
09/02/2019 14:52;1789083267067180    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;France;ile-de-France;;20;Non;Neopost;5000_;Etudes et developpement en systemes d'information ;Coordinateur avant vente ;Industrie des technologies de l'Information et de la Communication (TIC);45000;OUI;NON;OUI;OUI;5;5;4;5;5
09/02/2019 16:38;1782714864988640    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;17;Non;Amaris;5000_;Etudes et developpement en systemes d'information ;Consultant;Societes de conseil, bureaux d'etudes;34500;NON;NON;NON;NON;;5;4;5;4
09/02/2019 16:47;1776166837635090    ;Femme;2016;Initiale;GBA;Etudes;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 17:02;1783551787687820    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;5;Non;Daher;5000_;Advanced Manufacturing and Engineering;Ingenieur materiaux et procedes;Industrie automobile, aeronautique, navale, ferroviaire;35500;NON;NON;NON;NON;1;5;5;5;1
14/02/2019 22:36;1782851145585420    ;Homme;2017;Apprentissage;MSI;Volontariat;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 18:20;1782332269386920    ;Homme;2018;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;18;Non;We are cloud;250_4999;Etudes et developpement en systemes d'information ;Software engineer;Activites informatiques et services d'information (TIC services);50000;NON;NON;NON;NON;1;5;5;5;5
09/02/2019 20:32;1776615832131500    ;Femme;2017;Initiale;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
09/02/2019 21:05;1775419208131070    ;Homme;2018;Initiale;MEA;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;4;Non;Thales AVS;5000_;Informatique industrielle et technique ;Ingenieur logiciel embarque ;Industrie automobile, aeronautique, navale, ferroviaire;36000;NON;NON;NON;NON;5;5;5;3;2
10/02/2019 13:00;1888410485434960    ;Homme;2017;Initiale;STE;Activite;Prive;CDI;France;Hauts-de-France;;9;Non;IXSANE;10_19;Etudes - Conseil et expertise (autre qu'informatique);Charge d'etudes;Societes de conseil, bureaux d'etudes;25000;NON;NON;NON;OUI;2;3;2;4;5
10/02/2019 12:11;1803248088735960    ;Homme;2016;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;28;Oui;IES Synergy;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Power Module;Industrie automobile, aeronautique, navale, ferroviaire;37000;OUI;NON;OUI;OUI;3;5;3;5;4
10/02/2019 12:30;1868316575168890    ;Homme;2016;Initiale;MEA;Activite;Prive;CDI;Etranger;;Irlande;30;Non;Intel;5000_;Etudes et developpement en systemes d'information ;Systems engineer;Industrie des technologies de l'Information et de la Communication (TIC);65000;NON;NON;NON;NON;4;3;3;4;2
10/02/2019 12:44;1810746057914990    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;4;Non;Foselev ABCIS;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur bureau d'etudes;Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques;35100;OUI;OUI;NON;OUI;3;5;1;3;4
11/02/2019 15:28;1794681012483640    ;Homme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
10/02/2019 13:53;1789582885128400    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;Ravifruit;5000_;Production - Exploitation ;Responsable amelioration continue;Industrie agroalimentaire ;40500;NON;NON;NON;OUI;4;4;4;5;2
10/02/2019 13:58;1798760132002820    ;Homme;2017;Initiale;MEA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
10/02/2019 14:05;1776626247486660    ;Femme;2017;Initiale;GBA;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;12;Non;Borde SA;50_249;Qualite, securite, s?rete de fonctionnement ;Assistante qualite ;Industrie agroalimentaire ;24000;NON;NON;NON;OUI;4;4;3;3;2
29/03/2019 23:43;1783483995976280    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;18;Non;IREM FRANCE ;50_249;Commercial(e) (dont ingenieur(e) d'affaire) ;;Industrie chimique;47000;OUI;OUI;OUI;OUI;5;;;;
10/02/2019 17:34;1776615827637770    ;Femme;2017;Professionalisation;GBA;Activite;Public;CDD;France;Nouvelle-Aquitaine;;3;Non;Labeyrie;5000_;Marketing;Chef de Produit ;Industrie agroalimentaire ;37000;OUI;OUI;NON;OUI;4;4;3;4;4
10/02/2019 18:38;1889138762568790    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;Etranger;;Suisse;6;Non;Turck Delemont;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Developpeur electronique ;Industrie automobile, aeronautique, navale, ferroviaire;45000;NON;NON;NON;NON;5;5;5;5;5
21/02/2019 19:32;1775940845738490    ;Homme;2017;Initiale;MI;Volontariat;;;;;;;;;;;;;;;;;;;;;;
10/02/2019 19:07;1782714740085990    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Occitanie;;5;Non;Klanik / Sekurity;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Systemes Embarques;Recherche-developpement scientifique;28000;NON;NON;NON;OUI;4;5;2;5;5
10/02/2019 22:36;1775574138224740    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;Abylsen;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'affaires;Societes de conseil, bureaux d'etudes;40000;OUI;OUI;OUI;OUI;5;5;5;5;5
10/02/2019 23:29;1783100854322520    ;Femme;2017;Initiale;MAT;Activite;Prive;CTT;France;Occitanie;;16;Non;Manpower Airbus;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur materiaux et procedes ;Autres secteurs ;33300;NON;NON;NON;NON;5;4;4;4;2
21/02/2019 21:02;1783100844107620    ;Homme;2018;Professionalisation;MI;Recherche;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 01:04;1894339120769780    ;Homme;2018;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 10:56;1775408658415940    ;Femme;2017;Initiale;GBA;Activite;Public;CDD;France;Auvergne-Rhone-Alpes;;12;Non;Universite Claude Bernard Lyon 1;250_4999;Service Prevention des Risques;Assistante ingenieure de recherche et formation;Enseignement, recherche;22318;NON;NON;NON;OUI;4;5;2;4;5
11/02/2019 11:00;1788410839633160    ;Homme;2017;Initiale;MAT;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;10;Non;Gerflor;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Developpement Produit;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques;30000;NON;OUI;NON;OUI;4;5;2;4;3
11/02/2019 11:49;1788520668264870    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;PRECIA MOLEN;50_249;Methodes, controle de production, maintenance;Ingenieur Industrialisation et methode;Autres secteurs ;;NON;OUI;NON;OUI;4;5;3;4;5
11/02/2019 12:06;1788742523348860    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;17;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Consultant;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);34000;NON;NON;NON;NON;;3;3;4;4
22/02/2019 10:12;1767833505076640    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;16;Non;Exsto;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);;Industrie automobile, aeronautique, navale, ferroviaire;34500;NON;OUI;NON;OUI;4;5;4;3;4
11/02/2019 12:26;1789078791169080    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;7;Non;Metallisation Tarbaise;250_4999;Qualite, securite, s?rete de fonctionnement ;Assistante qualite;Industrie automobile, aeronautique, navale, ferroviaire;;OUI;NON;NON;NON;5;4;4;4;4
11/02/2019 13:23;1889477630529810    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Grand Est;;6;Non;Villelec;10_19;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Responsable Etudes et Industrialisation;Recherche-developpement scientifique;25000;OUI;NON;NON;OUI;1;4;1;3;5
11/02/2019 14:26;1802846052462780    ;Homme;2016;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 14:34;1793786671051110    ;Homme;2016;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 14:57;1783039467983410    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;15;Non;le fromager des halles;50_249;Qualite, securite, s?rete de fonctionnement ;ingenieure qualite;Commerce;32267;NON;NON;NON;OUI;4;4;3;4;4
11/02/2019 15:19;1876615329620930    ;Femme;2017;Professionalisation;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;15;Non;OPA DISTRIBUTION;10_19;Qualite;Responsable qualite;Commerce;34000;NON;OUI;NON;OUI;4;5;4;4;5
08/02/2019 15:57;1783429270247880    ;Homme;2018;Professionalisation;STE;Activite;Prive;CDI;France;Occitanie;;5;Non;Cabinet d'etudes Rene Gaxieu;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes;Societes de conseil, bureaux d'etudes;27600;NON;NON;NON;OUI;4;5;3;4;4
25/02/2019 23:01;1893886555793600    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;Le comptoir de Mathilde ;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Assistante Qualite / R&D;Industrie agroalimentaire ;23000;NON;NON;NON;OUI;1;4;0;5;4
11/02/2019 16:02;1789078741935010    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;ile-de-France;;1;Non;Bureau Veritas Marine Offshore;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur revue conception - specialites equipements de sauvetage;Activites juridiques, comptables, de gestion, d'architecture, d'ingenierie, de controle et d'analyses techniques;40000;NON;NON;NON;OUI;4;5;4;4;4
11/02/2019 17:26;1775955960243890    ;Femme;2018;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;10;Non;Caliatys;10_19;Etudes et developpement en systemes d'information ;Chef de projet;Activites informatiques et services d'information (TIC services);42000;NON;OUI;OUI;OUI;4;4;4;5;3
26/02/2019 17:11;1768183499011370    ;Homme;2016;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
11/02/2019 17:57;1768183686766870    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;18;Non;CGI;250_4999;Communication ;;Activites informatiques et services d'information (TIC services);;NON;NON;NON;OUI;;;;;
11/02/2019 18:26;1767641628339300    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;5;Non;Next Decision;50_249;Informatique decisionnelle;Consultant en Business Intelligence;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;NON;4;4;3;4;5
08/02/2019 17:43;1782714607622020    ;Homme;2018;Professionalisation;STE;Activite;Prive;CDD;France;Provence-Alpes-Cote d'Azur;;6;Non;Societe des eaux de Marseille metropole ;250_4999;Production - Exploitation ;Ingenieur charge de missions Exploitation;Production et distribution d'eau assainissement, gestion des dechets et depollution;38000;OUI;NON;NON;OUI;5;5;4;4;4
11/02/2019 20:45;1894306479883110    ;Femme;2016;Professionalisation;GBA;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;30;Non;Lindt;250_4999;Production - Exploitation ;;Industrie agroalimentaire ;34000;OUI;OUI;OUI;OUI;4;5;5;4;4
25/02/2019 17:32;1788692409172480    ;Homme;2018;Professionalisation;STE;Activite;Prive;CDI;France;Occitanie;;6;Non;Etandex;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur Etudes et Commercial;Construction, BTP;44000;OUI;OUI;NON;OUI;4;4;5;5;5
22/02/2019 15:07;1775569705461140    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;20;Non;EXSTO;50_249;Methodes, controle de production, maintenance;Ingenieur methodes et donnees techniques;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques;31250;NON;NON;NON;OUI;4;4;3;3;4
11/02/2019 23:03;1775503193890190    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;16;Non;Sopra Steria Montpellier;5000_;Assistance technique;Solutions Building Engineer;Industrie des technologies de l'Information et de la Communication (TIC);32110;NON;NON;OUI;OUI;4;5;2;5;5
11/02/2019 23:29;1782336119224670    ;Homme;2017;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;15;Non;Expleo;250_4999;Informatique industrielle et technique ;Ingenieur Developpement logiciel Model based design;Activites informatiques et services d'information (TIC services);32500;NON;NON;NON;NON;3;5;2;2;3
08/02/2019 15:14;1794681503344440    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Bretagne;;1;Non;Capinov;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Responsable evaluation Sensorielle;Industrie agroalimentaire ;33700;OUI;OUI;OUI;NON;5;4;3;4;3
08/02/2019 16:44;1875223017752720    ;Femme;2018;Initiale;GBA;Activite;Prive;CDD;France;Bretagne;;1;Non;Saint Michel ;250_4999;Qualite, securite, s?rete de fonctionnement ;Assistante responsable qualite;Industrie agroalimentaire ;;OUI;;;;4;5;2;4;3
08/02/2019 14:27;1788460092255450    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;14;Non;Efor;50_249;Qualite, securite, s?rete de fonctionnement ;Ingenieur qualite consultant;Societes de conseil, bureaux d'etudes;36000;NON;NON;NON;OUI;3;5;2;5;4
